
546,true
240,true
801,true
192,true
595,true
64,true
843,true
636,true
110,true
898,true
355,true
850,true
515,true
410,true
702,true
805,true
881,true
105,true
27,true
452,true
598,true
290,true
620,true
769,true
853,true
532,true
104,true
844,true
162,true
671,true
804,true
7,true
667,true
886,true
931,true
328,true
132,true
251,true
107,true
902,true
783,true
856,true
796,true
336,true
793,true
353,true
672,true
402,true
675,true
302,true
677,true
556,true
879,true
884,true
147,true
777,true
894,true
232,true
701,true
141,true
788,true
569,true
219,true
220,true
760,true
756,true
19,true
866,true
106,true
304,true
909,true
605,true
493,true
264,true
253,true
478,true
917,true
456,true
820,true
892,true
698,true
225,true
685,true
744,true
146,true
154,true
205,true
932,true
707,true
246,true
103,true
872,true
773,true
749,true
639,true
274,true
472,true
119,true
254,true
256,true
501,true
87,true
842,true
851,true
135,true
883,true
68,true
128,true
4,true
721,true
258,true
36,true
766,true
780,true
61,true
363,true
157,true
16,true
46,true
824,true
922,true
841,true
263,true
134,true
271,true
145,true
118,true
807,true
308,true
96,true
549,true
269,true
372,true
362,true
877,true
129,true
191,true
747,true
350,true
728,true
723,true
425,true
309,true
208,true
825,true
827,true
429,true
790,true
500,true
720,true
526,true
437,true
718,true
239,true
625,true
47,true
933,true
38,true
288,true
385,true
724,true
470,true
286,true
543,true
465,true
577,true
150,true
815,true
347,true
904,true
812,true
551,true
10,true
575,true
383,true
117,true
297,true
435,true
535,true
612,true
629,true
750,true
548,true
39,true
533,true
234,true
795,true
574,true
817,true
615,true
593,true
394,true
882,true
461,true
171,true
507,true
731,true
891,true
361,true
142,true
143,true
679,true
644,true
509,true
193,true
711,true
427,true
186,true
923,true
519,true
92,true
8,true
874,true
616,true
792,true
180,true
483,true
791,true
715,true
479,true
422,true
299,true
768,true
673,true
200,true
405,true
323,true
482,true
438,true
139,true
83,true
514,true
138,true
571,true
127,true
291,true
340,true
397,true
469,true
413,true
803,true
621,true
528,true
585,true
227,true
467,true
401,true
42,true
73,true
503,true
238,true
579,true
24,true
494,true
621,true
287,true
267,true
97,true
399,true
489,true
653,true
395,true
161,true
279,true
896,true
364,true
869,true
368,true
516,true
751,true
359,true
689,true
887,true
50,true
828,true
833,true
481,true
44,true
409,true
1,true
821,true
58,true
870,true
562,true
250,true
578,true
527,true
704,true
72,true
817,true
13,true
443,true
646,true
114,true
536,true
627,true
433,true
660,true
834,true
752,true
78,true
265,true
66,true
210,true
776,true
170,true
109,true
375,true
85,true
890,true
662,true
457,true
77,true
570,true
373,true
33,true
229,true
94,true
781,true
282,true
684,true
21,true
398,true
26,true
133,true
329,true
854,true
608,true
811,true
15,true
690,true
743,true
3,true
252,true
491,true
921,true
80,true
377,true
889,true
693,true
751,true
346,true
82,true
806,true
462,true
447,true
417,true
211,true
712,true
847,true
455,true
814,true
772,true
568,true
855,true
719,true
189,true
688,true
603,true
674,true
576,true
557,true
761,true
190,true
402,true
655,true
672,true
29,true
49,true
98,true
700,true
523,true
188,true
459,true
583,true
231,true
630,true
762,true
207,true
260,true
67,true
488,true
666,true
89,true
742,true
497,true
367,true
626,true
224,true
349,true
880,true
414,true
785,true
213,true
714,true
137,true
434,true
173,true
628,true
861,true
120,true
201,true
787,true
300,true
506,true
673,true
200,true
899,true
931,true
38,true
667,true
101,true
17,true
550,true
93,true
929,true
554,true
596,true
632,true
175,true
294,true
317,true
631,true
758,true
41,true
916,true
112,true
859,true
802,true
682,true
37,true
706,true
705,true
404,true
745,true
513,true
875,true
262,true
590,true
733,true
539,true
692,true
184,true
441,true
243,true
230,true
573,true
599,true
893,true
622,true
659,true
614,true
474,true
651,true
374,true
774,true
155,true
165,true
495,true
6,true
160,true
770,true
429,true
784,true
544,true
763,true
779,true
687,true
757,true
301,true
471,true
389,true
318,true
670,true
888,true
241,true
418,true
565,true
63,true
442,true
247,true
799,true
448,true
797,true
391,true
379,true
197,true
619,true
74,true
868,true
218,true
384,true
95,true
31,true
319,true
816,true
878,true
624,true
558,true
450,true
871,true
196,true
25,true
656,true
400,true
183,true
90,true
901,true
641,true
53,true
167,true
